Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
3526,306,671de38b70419e476bff2e09,task-sjhp,2493.1,voice_08_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a lady ,0,0,8,clone,72,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3527,410,673a3db560114414cc28e7df,task-l9ym,8655.9,voice_01_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,lay with packs and prawns,0,0,1,clone,72,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3528,81,674547704d6adcc40d2874a5,task-mc6j,9457,voice_04_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a lady mucks chains anybody,0,0,4,clone,72,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3552,78,5b3016a9a8327d0001ffef94,task-obom,5041.1,voice_10_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,you see I brought it forward,0,0,6,human,73,-3dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
3553,159,5ff61f4fe313fd16fbeb5af6,task-rhl1,657.8,voice_07_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,,0,0,10,human,73,-3dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
3555,49,6575c7da000442e5a54f5e24,task-ulhi,3294.5,voice_11_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,record,0,0,9,clone,73,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3556,132,6658b2c0589d777bab78ad38,task-r77z,1770,voice_04_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,most of men want to avoid war,0,0,1,clone,73,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
3562,492,673646950eb7c31614a424bf,task-ea16,5702.4,voice_07_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,i should have ,0,0,6,clone,73,-6dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
3563,548,6753141d924a3b764f3af127,task-diot,1610.4,voice_01_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,most men,0,0,9,clone,73,-6dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3564,631,67533900abe33875786164cc,task-ny3a,19898.6,voice_03_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,close met,0,0,7,clone,73,-6dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3565,744,6754aef250b2cb04d504adb1,task-6ung,9791.1,voice_08_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,,0,0,1,clone,73,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3566,227,6762b46f8efa75acc7746500,task-jjv3,6616.9,voice_10_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,Amusement is on the holiday.,0,0,3,human,73,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3567,797,67633e21c1dbfc7844faf425,task-2a7e,1874.1,voice_01_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,the,0,0,10,human,73,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3570,377,678d803c7a10b7d9085925ca,task-njj9,4446.9,voice_04_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,mercinary of,0,0,12,human,73,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3571,405,6790fdd894f8d92d7835134c,task-ajvt,3891.3,voice_11_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,mouse,0,0,4,clone,73,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3573,144,60870e7b286405a9ad9ec7e7,task-i46j,6657.7,voice_12_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,moose,0,0,12,human,73,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3574,213,66982d11d7d50b532313478d,task-16xx,5776.2,voice_06_human_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,low heat,0,0,6,human,73,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3575,299,671de38b70419e476bff2e09,task-sjhp,1498.3,voice_09_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,,0,0,9,clone,73,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3576,401,673a3db560114414cc28e7df,task-l9ym,4589.8,voice_03_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,closer they,0,0,3,clone,73,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3577,61,674547704d6adcc40d2874a5,task-mc6j,3699,voice_06_clone_073_-6dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,smoke,0,0,6,clone,73,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3613,627,67533900abe33875786164cc,task-ny3a,12772.7,voice_04_human_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,,0,0,11,human,74,-3dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3615,214,6762b46f8efa75acc7746500,task-jjv3,6290.6,voice_11_human_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,the name clashed in twos,0,0,7,clone,74,-3dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3616,819,67633e21c1dbfc7844faf425,task-2a7e,3436.9,voice_03_human_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,,0,0,8,human,74,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3619,411,678d803c7a10b7d9085925ca,task-njj9,4505.6,voice_06_clone_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,,0,0,9,human,74,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3620,383,6790fdd894f8d92d7835134c,task-ajvt,3586.2,voice_12_human_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,show,0,0,10,human,74,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3623,235,66982d11d7d50b532313478d,task-16xx,6743.3,voice_07_human_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,out the stairs for sure,0,0,9,clone,74,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3624,318,671de38b70419e476bff2e09,task-sjhp,549.2,voice_10_clone_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,fishing,0,0,3,human,74,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3625,383,673a3db560114414cc28e7df,task-l9ym,7813.5,voice_04_clone_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,?,0,0,12,human,74,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3626,58,674547704d6adcc40d2874a5,task-mc6j,5932,voice_07_clone_074_-6dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,,0,0,10,clone,74,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3655,234,6658b4ff0f6362e1f068dd84,task-4oa6,4610.6,voice_11_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seedism,0,0,9,human,75,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
3656,215,66e2bb6110820bec659a6d23,task-dfmo,4843.4,voice_10_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,the sea took him,0,0,1,clone,75,-3dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
3661,546,6753141d924a3b764f3af127,task-diot,7264.9,voice_04_clone_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,sprinkle,0,0,12,clone,75,-6dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3662,655,67533900abe33875786164cc,task-ny3a,5027.5,voice_06_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,no idea,0,0,9,human,75,-6dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3663,725,6754aef250b2cb04d504adb1,task-6ung,9318.5,voice_10_clone_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,see the ,0,0,7,human,75,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3664,222,6762b46f8efa75acc7746500,task-jjv3,6055.2,voice_12_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,sea was linked,0,0,10,human,75,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3665,793,67633e21c1dbfc7844faf425,task-2a7e,1888.4,voice_04_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,see,0,0,11,human,75,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3668,376,678d803c7a10b7d9085925ca,task-njj9,5512,voice_07_clone_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,the sea him,0,0,9,clone,75,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3669,403,6790fdd894f8d92d7835134c,task-ajvt,7018.8,voice_01_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,nothing ,0,0,6,human,75,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3671,162,60870e7b286405a9ad9ec7e7,task-i46j,9151.4,voice_03_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,,0,0,4,human,75,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3672,216,66982d11d7d50b532313478d,task-16xx,10432.5,voice_08_human_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,string,0,0,8,human,75,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3673,298,671de38b70419e476bff2e09,task-sjhp,3931.6,voice_11_clone_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,screen,0,0,7,clone,75,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3674,391,673a3db560114414cc28e7df,task-l9ym,5614.7,voice_06_clone_075_-6dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,the sun was where the screen ball,0,0,6,clone,75,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3709,463,673646950eb7c31614a424bf,task-ea16,7546.6,voice_10_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,practice makes perfect in time,0,0,9,human,76,-3dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
3710,542,6753141d924a3b764f3af127,task-diot,4778.7,voice_06_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,,0,0,1,human,76,-3dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3711,635,67533900abe33875786164cc,task-ny3a,21548.1,voice_07_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,spare,0,0,3,human,76,-3dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3712,735,6754aef250b2cb04d504adb1,task-6ung,12432.9,voice_11_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,no idea,0,0,10,human,76,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3713,241,6762b46f8efa75acc7746500,task-jjv3,2426.6,voice_01_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,experts find,0,0,8,human,76,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3714,798,67633e21c1dbfc7844faf425,task-2a7e,3319.1,voice_06_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,,0,0,12,human,76,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3717,402,678d803c7a10b7d9085925ca,task-njj9,4485.1,voice_08_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,fire,0,0,1,human,76,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3718,396,6790fdd894f8d92d7835134c,task-ajvt,7006.4,voice_03_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,,0,0,6,human,76,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3720,131,60870e7b286405a9ad9ec7e7,task-i46j,13120.5,voice_04_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,are hardly here,0,0,4,human,76,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3721,225,66982d11d7d50b532313478d,task-16xx,7609.6,voice_09_human_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,,0,0,8,clone,76,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3722,301,671de38b70419e476bff2e09,task-sjhp,4130.7,voice_12_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,reckless buying drowned the continent,0,0,7,clone,76,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3723,376,673a3db560114414cc28e7df,task-l9ym,10037.7,voice_07_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,right once,0,0,12,clone,76,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3724,67,674547704d6adcc40d2874a5,task-mc6j,7000,voice_09_clone_076_-6dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,reckless minds find dream,0,0,9,clone,76,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3751,64,6575c7da000442e5a54f5e24,task-ulhi,2625.5,voice_04_clone_077_-6dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,the groundsman whispered,0,0,10,human,77,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3752,148,6658b2c0589d777bab78ad38,task-r77z,633.5,voice_09_human_077_-6dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,throught the misprint letter,0,0,9,human,77,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
3753,215,6658b4ff0f6362e1f068dd84,task-4oa6,8989.8,voice_01_human_077_-6dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,fella had the spring on the plant,0,0,6,human,77,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
3754,240,66e2bb6110820bec659a6d23,task-dfmo,1107,voice_12_human_077_-6dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,it will grow out the loose papercut,0,0,12,clone,77,-3dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
3758,473,673646950eb7c31614a424bf,task-ea16,4343.9,voice_11_clone_077_-6dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,out,0,0,3,clone,77,-6dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
