Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
clone,-6dB,10,73,5b3016a9a8327d0001ffef94,voice_10_clone_073_-6dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5041.1,78,no cement will hold hard wood,no cement can,2,0.4,1380
clone,-6dB,12,73,63e51e9a9457c003c4d44c9e,voice_12_clone_073_-6dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5701.1,71,no cement will hold hard wood,i am cement to hold the wall,2,0.4,1453
human,-6dB,8,73,66e2bb6110820bec659a6d23,voice_08_human_073_-6dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3184.3,218,no cement will hold hard wood,no cement on the,2,0.4,1268
clone,-6dB,10,18,675cca3a27cd0a6fc7c16a9a,voice_10_clone_018_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,6137.6,186,open the crate but don't break the glass,the open crate,2,0.4,1488
clone,-6dB,7,18,668aa1000b1af4158ed5f71b,voice_07_clone_018_-6dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,6208,697,open the crate but don't break the glass,I will break and dont break fast,2,0.4,1163
human,0dB,10,60,66d78e09da443c5b0f3fda98,voice_10_human_060_0dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,10955.9,581,pack the records in a neat thin case,plank the recors in a neat place,2,0.4,1696
clone,-3dB,7,60,5b3016a9a8327d0001ffef94,voice_07_clone_060_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,9381.5,57,pack the records in a neat thin case,collect the records in a neat case,2,0.4,1380
human,-3dB,3,60,5ff61f4fe313fd16fbeb5af6,voice_03_human_060_-3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3694.4,158,pack the records in a neat thin case,pack the records and,2,0.4,1251
clone,-3dB,3,60,673646950eb7c31614a424bf,voice_03_clone_060_-3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7064.9,464,pack the records in a neat thin case,pack the records in ,2,0.4,1390
human,-3dB,11,60,67533900abe33875786164cc,voice_11_human_060_-3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,22891.2,654,pack the records in a neat thin case,Cut the record in the main case.,2,0.4,2856
clone,-3dB,11,60,673a3db560114414cc28e7df,voice_11_clone_060_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,11690.5,413,pack the records in a neat thin case,back the rocrd was in a unique thin case,2,0.4,2056
clone,-6dB,4,10,667d95b8b25237ac4e75dfc7,voice_04_clone_010_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6253.7,345,place a rosebush near the porch steps,there's a rose bush near the wall steps,2,0.4,1571
clone,-6dB,7,10,5f6de39e91b3c4283af75851,voice_07_clone_010_-6dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6788.6,24,place a rosebush near the porch steps,place a road commotion in the broad steps,2,0.4,1357
clone,-6dB,3,1,67628c956106c1752ccacb35,voice_03_clone_001_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,14574.9,87,rice is often served in round bowls,brightness often struck around us ,2,0.4,1928
human,-6dB,1,1,672b19cc67687cb549eb412c,voice_01_human_001_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,6139.7,37,rice is often served in round bowls,lice is often found,2,0.4,1509
human,3dB,7,1,671de38b70419e476bff2e09,voice_07_human_001_3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,8583.1,255,rice is often served in round bowls,as is often said in round holes,2,0.4,1282
clone,-6dB,6,13,67628c956106c1752ccacb35,voice_06_clone_013_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,13169.8,94,see the cat glaring at the scared mouse,the castle was scared as a mouse,2,0.4,1928
human,-6dB,7,13,67468d12f6ec9cc78afdf1db,voice_07_human_013_-6dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,3976.7,32,see the cat glaring at the scared mouse,scared of mouse,2,0.4,1066
human,0dB,6,44,675cca3a27cd0a6fc7c16a9a,voice_06_human_044_0dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,16493.5,214,some ads serve to cheat buyers,some had served as chief buyers,2,0.4,1488
human,0dB,9,44,667d95b8b25237ac4e75dfc7,voice_09_human_044_0dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4562.5,402,some ads serve to cheat buyers,some have said cheat bias,2,0.4,1571
clone,0dB,9,44,65081e92ed65d2d467efc9c2,voice_09_clone_044_0dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,13509.9,77,some ads serve to cheat buyers,some ads served two guys,2,0.4,2111
clone,0dB,10,44,6717d1d0d323342f71f132bd,voice_10_clone_044_0dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,6986.6,50,some ads serve to cheat buyers,some had served a cheap wine,2,0.4,1470
clone,0dB,8,44,67468d12f6ec9cc78afdf1db,voice_08_clone_044_0dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,5474.8,81,some ads serve to cheat buyers,thumb ads served a cheek high,2,0.4,1066
human,-3dB,9,44,66e2bb6110820bec659a6d23,voice_09_human_044_-3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4757.9,243,some ads serve to cheat buyers,some answer cheat onions,2,0.4,1268
clone,-3dB,9,44,6754aef250b2cb04d504adb1,voice_09_clone_044_-3dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,9499.9,731,some ads serve to cheat buyers,some adds said theyre too high,2,0.4,1451
human,0dB,11,44,5f6de39e91b3c4283af75851,voice_11_human_044_0dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5516.8,69,some ads serve to cheat buyers,some ads serve to achieve bias,2,0.4,1357
clone,0dB,7,44,67660267ee75be78076712d5,voice_07_clone_044_0dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,10354.8,460,some ads serve to cheat buyers,"some adds lead to cheap fires
",2,0.4,2763
clone,-3dB,7,44,674547704d6adcc40d2874a5,voice_07_clone_044_-3dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,9159,59,some ads serve to cheat buyers,some ants serve cheap fired,2,0.4,1542
human,0dB,9,31,6575c7da000442e5a54f5e24,voice_09_human_031_0dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5615.1,6,steam hissed from the broken valve,stand left from broken glass,2,0.4,1202
clone,0dB,12,31,67533900abe33875786164cc,voice_12_clone_031_0dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,19630.3,605,steam hissed from the broken valve,Steam flew from the broken fowl.,2,0.4,2856
clone,0dB,8,31,6762b46f8efa75acc7746500,voice_08_clone_031_0dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,8408.1,195,steam hissed from the broken valve,steve missed from the broken,2,0.4,1179
human,3dB,3,31,67660267ee75be78076712d5,voice_03_human_031_3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,8132,438,steam hissed from the broken valve,steam his unbroken bounds,2,0.4,2763
human,-6dB,12,17,65081e92ed65d2d467efc9c2,voice_12_human_017_-6dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,13022.4,10,the bill was paid every third week,the bill is paid in volutary,2,0.4,2111
human,3dB,10,27,67660267ee75be78076712d5,voice_10_human_027_3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,17159.9,440,the coffee stand is too high for the couch,toffee stand is two heights wait out,2,0.4,2763
clone,-6dB,7,4,67628c956106c1752ccacb35,voice_07_clone_004_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,17374.9,90,the fish twisted abd turned on the bent hook,mitch twisted and turned and the bed broke,2,0.4,1928
clone,-6dB,10,4,66a773d4190ba4a8ec71d766,voice_10_clone_004_-6dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,6866.9,256,the fish twisted abd turned on the bent hook,fish twist turn ,2,0.4,1218
human,-6dB,9,4,65081e92ed65d2d467efc9c2,voice_09_human_004_-6dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,15650.4,7,the fish twisted abd turned on the bent hook,fish twisted and understanding,2,0.4,2111
human,-6dB,6,4,672b19cc67687cb549eb412c,voice_06_human_004_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,8504.4,7,the fish twisted abd turned on the bent hook,he twisted and turned in front of her,2,0.4,1509
human,-6dB,12,4,67701cb8e95b8934348de694,voice_12_human_004_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6762.6,7,the fish twisted abd turned on the bent hook,fish twist at home,2,0.4,1630
human,-6dB,3,4,677af110577587c2e364d1d9,voice_03_human_004_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4564.3,7,the fish twisted abd turned on the bent hook,twisted and turned,2,0.4,1390
clone,3dB,4,4,67533900abe33875786164cc,voice_04_clone_004_3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,14919.5,588,the fish twisted abd turned on the bent hook,"the fish tused in the bend huk
",2,0.4,2856
human,-3dB,1,69,6786d7a40dccb69b974eaaf8,voice_01_human_069_-3dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,3263.6,48,the fur of cats goes by many names,the fur of cats,2,0.4,2683
human,-3dB,4,69,66a773d4190ba4a8ec71d766,voice_04_human_069_-3dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,3380.3,303,the fur of cats goes by many names,the fur a cats,2,0.4,1218
human,-3dB,3,69,667d95b8b25237ac4e75dfc7,voice_03_human_069_-3dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,7581.4,381,the fur of cats goes by many names,the fur of cats is firm and soft,2,0.4,1571
clone,-3dB,4,69,6717d1d0d323342f71f132bd,voice_04_clone_069_-3dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,5873,73,the fur of cats goes by many names,the third cats go by names,2,0.4,1470
human,-6dB,1,69,5ff61f4fe313fd16fbeb5af6,voice_01_human_069_-6dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,2412,135,the fur of cats goes by many names,many names,2,0.4,1251
human,-6dB,7,69,6790fdd894f8d92d7835134c,voice_07_human_069_-6dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9139.3,391,the fur of cats goes by many names,fur and cats go hand in hand,2,0.4,1296
clone,-3dB,12,69,67660267ee75be78076712d5,voice_12_clone_069_-3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,9845.8,497,the fur of cats goes by many names,ohh I can't suppose the many names,2,0.4,2763
clone,-3dB,9,52,5b3016a9a8327d0001ffef94,voice_09_clone_052_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,10711.7,83,the horse trotted around the field at a brisk pace,the horse trotted around the field to his surprise,2,0.4,1380
clone,0dB,4,52,67660267ee75be78076712d5,voice_04_clone_052_0dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,24992.1,462,the horse trotted around the field at a brisk pace,the horse trotted around the corner at ,2,0.4,2763
human,-3dB,9,49,67633e21c1dbfc7844faf425,voice_09_human_049_-3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,10480.1,795,the houses are built of red clay bricks,the houses......red....,2,0.4,1257
clone,-3dB,10,49,673a3db560114414cc28e7df,voice_10_clone_049_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6848.2,377,the houses are built of red clay bricks,the houses fall to brick,2,0.4,2056
human,0dB,7,56,6728b1f4fe2f3ae23c9c086e,voice_07_human_056_0dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7929.8,469,the last switch cannot be turned off,glass which cannot be turned off,2,0.4,1578
human,-3dB,11,56,66e2bb6110820bec659a6d23,voice_11_human_056_-3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6453.7,223,the last switch cannot be turned off,the last switch locked the,2,0.4,1268
human,-3dB,6,56,67633e21c1dbfc7844faf425,voice_06_human_056_-3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,3076.1,815,the last switch cannot be turned off,turned off,2,0.4,1257
clone,-6dB,11,7,6786d7a40dccb69b974eaaf8,voice_11_clone_007_-6dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,4525.4,30,the meal was cooked before the bell rang,cook meals,2,0.4,2683
clone,-6dB,10,7,67628c956106c1752ccacb35,voice_10_clone_007_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,9281,120,the meal was cooked before the bell rang,and judas took him before the bell tower,2,0.4,1928
clone,-6dB,12,7,667d95b8b25237ac4e75dfc7,voice_12_clone_007_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,7845.1,373,the meal was cooked before the bell rang,moon is full when the bell rang,2,0.4,1571
clone,-3dB,3,79,65081e92ed65d2d467efc9c2,voice_03_clone_079_-3dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,18236.4,81,the music played on while they talked,music played on loud inventories,2,0.4,2111
human,-6dB,1,79,5ff61f4fe313fd16fbeb5af6,voice_01_human_079_-6dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3633.9,156,the music played on while they talked,the music played on,2,0.4,1251
clone,-6dB,8,79,63e51e9a9457c003c4d44c9e,voice_08_clone_079_-6dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,4205.8,73,the music played on while they talked,music played on well it did,2,0.4,1453
clone,-6dB,7,79,6575c7da000442e5a54f5e24,voice_07_clone_079_-6dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,4557.5,53,the music played on while they talked,the music played on,2,0.4,1202
