Nr,Event,Participant,TaskID,Reaction.Time,Audio,Voice,Type,Sentence,Noise,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location
242,242,5bff21c4a1f0500001027953,task-nqkh,6626.2,voice_12_clone_071_3dB.mp3,12,clone,71,3dB,fake stones shine but cost little,fake,stones,shine,cost,little,fake stones shine but cost little,5,1,Female,33,United Kingdom,2025-05-27T09:56:02.843000Z,1608,134,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
243,243,5bff21c4a1f0500001027953,task-nqkh,6692.3,voice_04_clone_074_3dB.mp3,4,clone,74,3dB,we now have a new base for shipping,now,have,new,base,shipping,we now have a new base for shipping,5,1,Female,33,United Kingdom,2025-05-27T09:56:02.843000Z,1608,134,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
248,248,5bff21c4a1f0500001027953,task-nqkh,8185.1,voice_06_clone_075_3dB.mp3,6,clone,75,3dB,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed to plant the spring corn,5,1,Female,33,United Kingdom,2025-05-27T09:56:02.843000Z,1608,134,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
253,336,5f2209e824eef86962b50d8f,task-r6hy,8431.1,voice_12_clone_027_-6dB.mp3,12,clone,27,-6dB,the coffee stand is too high for the couch,coffee,stand,too,high,couch,the coffee stand was too high for the couch,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
255,338,5f2209e824eef86962b50d8f,task-r6hy,11039.6,voice_08_clone_013_-3dB.mp3,8,clone,13,-3dB,see the cat glaring at the scared mouse,see,cat,glaring,scared,mouse,see the cat glaring at the scared mouse,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
256,339,5f2209e824eef86962b50d8f,task-r6hy,9536.3,voice_07_clone_002_-3dB.mp3,7,clone,2,-3dB,kick the ball straight and follow through,kick,ball,straight,follow,through,kick the ball straight and follow through,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
262,345,5f2209e824eef86962b50d8f,task-r6hy,8575,voice_08_clone_023_-6dB.mp3,8,clone,23,-6dB,two plus seven is less than ten,two,plus,seven,less,ten,two plus seven is less than ten,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
269,352,5f2209e824eef86962b50d8f,task-r6hy,7525.9,voice_11_clone_006_-3dB.mp3,11,clone,6,-3dB,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
273,356,5f2209e824eef86962b50d8f,task-r6hy,7443.9,voice_08_clone_014_-3dB.mp3,9,clone,14,-3dB,the grass curled around the fence post,grass,curled,around,fence,post,grass curled around the fencepost,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
275,358,5f2209e824eef86962b50d8f,task-r6hy,9021.3,voice_08_clone_003_-3dB.mp3,8,clone,3,-3dB,help the woman get back to her feet,help,woman,get,back,feet,help the woman get back to her feet,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
277,360,5f2209e824eef86962b50d8f,task-r6hy,8823.2,voice_04_clone_010_-3dB.mp3,4,clone,10,-3dB,place a rosebush near the porch steps,place,rosebush,near,porch,steps,place a rosebush near the porch steps,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
278,361,5f2209e824eef86962b50d8f,task-r6hy,9350,voice_03_clone_009_-3dB.mp3,3,clone,9,-3dB,lift the square stone over the fence,lift,square,stone,over,fence,lift the square stone over the fence,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
279,362,5f2209e824eef86962b50d8f,task-r6hy,11698.2,voice_11_clone_016_-3dB.mp3,11,clone,16,-3dB,a tusk is used to make costly gifts,tusk,used,make,costly,gifts,the tusk is used to make costly gifts,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
284,367,5f2209e824eef86962b50d8f,task-r6hy,7436.3,voice_01_clone_038_-6dB.mp3,1,clone,38,-6dB,there the flood mark is ten inches,there,flood,mark,ten,inches,there the flood mark is ten inches,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
285,368,5f2209e824eef86962b50d8f,task-r6hy,6716.4,voice_10_clone_005_-3dB.mp3,10,clone,5,-3dB,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
288,371,5f2209e824eef86962b50d8f,task-r6hy,7870.4,voice_06_clone_001_-3dB.mp3,6,clone,1,-3dB,rice is often served in round bowls,rice,often,served,round,bowls,rice is often served in round bowls,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
290,373,5f2209e824eef86962b50d8f,task-r6hy,11946.7,voice_04_clone_020_-3dB.mp3,4,clone,20,-3dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,thieves who rob friends deserve jail,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
293,376,5f2209e824eef86962b50d8f,task-r6hy,10511.7,voice_06_human_061_0dB.mp3,6,human,61,0dB,glass will clink when struck by metal,glass,will,clink,struck,metal,glass will clink when struck by metal,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
295,378,5f2209e824eef86962b50d8f,task-r6hy,10020.8,voice_11_human_076_0dB.mp3,11,human,76,0dB,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns are fine the hot drink,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
298,381,5f2209e824eef86962b50d8f,task-r6hy,19208.8,voice_01_human_048_3dB.mp3,1,human,48,3dB,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtains slides back,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
299,382,5f2209e824eef86962b50d8f,task-r6hy,8816.8,voice_11_human_066_0dB.mp3,11,human,66,0dB,just hoist it up and take it away,just,up,hoist,take,away,just hoist it up and take it away,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
302,385,5f2209e824eef86962b50d8f,task-r6hy,7606.2,voice_04_human_070_0dB.mp3,4,human,70,0dB,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,a sash of gold silk will trim her dress,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
303,386,5f2209e824eef86962b50d8f,task-r6hy,10338.2,voice_07_human_052_3dB.mp3,7,human,52,3dB,the horse trotted around the field at a brisk pace,horse,trotted,field,brisk,pace,the horse trotted around the field at a brisk pace,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
305,388,5f2209e824eef86962b50d8f,task-r6hy,6916.7,voice_12_human_047_3dB.mp3,12,human,47,3dB,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
306,389,5f2209e824eef86962b50d8f,task-r6hy,7943.2,voice_08_human_063_0dB.mp3,8,human,63,0dB,a gem in the rough needs work to polish,gem,rough,needs,work,polish,a gem in the rough needs work to polish,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
307,390,5f2209e824eef86962b50d8f,task-r6hy,7522.7,voice_01_human_058_3dB.mp3,1,human,58,3dB,men think and plan and sometimes act,men,think,plan,sometimes,act,men think and plan and sometimes act,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
312,395,5f2209e824eef86962b50d8f,task-r6hy,9278.6,voice_11_human_046_3dB.mp3,11,human,46,3dB,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
313,396,5f2209e824eef86962b50d8f,task-r6hy,8253.6,voice_03_human_049_3dB.mp3,3,human,49,3dB,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built with red clay bricks,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
316,399,5f2209e824eef86962b50d8f,task-r6hy,7337,voice_11_human_056_3dB.mp3,11,human,56,3dB,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned off,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
317,400,5f2209e824eef86962b50d8f,task-r6hy,9896.6,voice_04_human_060_3dB.mp3,4,human,60,3dB,pack the records in a neat thin case,pack,records,neat,thin,case,pack the records in a neat thin case,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
318,401,5f2209e824eef86962b50d8f,task-r6hy,8178.1,voice_01_human_078_0dB.mp3,1,human,78,0dB,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait and hope,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
320,403,5f2209e824eef86962b50d8f,task-r6hy,11005.2,voice_08_human_043_3dB.mp3,8,human,43,3dB,they floated on the raft to sun their white backs,floated,raft,sun,white,backs,they floated on the raft to sun their white backs,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
321,404,5f2209e824eef86962b50d8f,task-r6hy,8559,voice_03_human_059_3dB.mp3,3,human,59,3dB,fill the ink jar with sticky glue,fill,ink,jar,sticky,glue,fill the ink jar with sticky glue,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
323,406,5f2209e824eef86962b50d8f,task-r6hy,12577.1,voice_04_human_080_0dB.mp3,4,human,80,0dB,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,screen before the fire kept in the sparks,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
324,407,5f2209e824eef86962b50d8f,task-r6hy,10328.2,voice_12_human_057_3dB.mp3,12,human,57,3dB,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the fire hose was bright brass,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
326,409,5f2209e824eef86962b50d8f,task-r6hy,15769.6,voice_04_human_050_3dB.mp3,4,human,50,3dB,we are sure that one war is enough,sure,that,one,war,enough,you're sure that one war's enough,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
328,411,5f2209e824eef86962b50d8f,task-r6hy,8575,voice_12_human_067_0dB.mp3,12,human,67,0dB,it takes a good trap to capture a bear,takes,good,trap,capture,bear,takes a good trap to capture a bear,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
330,413,5f2209e824eef86962b50d8f,task-r6hy,10802.3,voice_08_human_053_3dB.mp3,8,human,53,3dB,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,find the twin who stole the pearl necklace,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
331,414,5f2209e824eef86962b50d8f,task-r6hy,7233,voice_03_human_069_0dB.mp3,3,human,69,0dB,the fur of cats goes by many names,fur,cats,goes,many,names,the fur of cats goes by many names,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
332,415,5f2209e824eef86962b50d8f,task-r6hy,13000.3,voice_07_human_042_3dB.mp3,7,human,42,3dB,a pencil with black lead writes best,pencil,black,lead,writes,best,a pencil with black led writes best,5,1,Male,23,United Kingdom,2025-05-26T17:20:39.322000Z,2088,61,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
346,97,5fb7b711b8c8753771232b1b,task-yg5q,7938.6,voice_04_human_019_0dB.mp3,4,human,19,0dB,add the sum to the product of these three,add,sum,product,these,three,add the sum to the product of these three,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
349,100,5fb7b711b8c8753771232b1b,task-yg5q,5267.3,voice_07_human_011_0dB.mp3,7,human,11,0dB,a tame squirrel makes a nice pet,tame,squirrel,makes,nice,pet,a tame squirrel makes a nice pet,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
358,109,5fb7b711b8c8753771232b1b,task-yg5q,7920.3,voice_08_human_002_0dB.mp3,8,human,2,0dB,kick the ball straight and follow through,kick,ball,straight,follow,through,kick the ball straight and follow through,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
360,111,5fb7b711b8c8753771232b1b,task-yg5q,24332.8,voice_04_human_029_-3dB.mp3,4,human,29,-3dB,the sofa cushion is red and of light weight,sofa,cushion,red,light,weight,the sofa cushion is red but lightweight,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
366,117,5fb7b711b8c8753771232b1b,task-yg5q,7023.2,voice_08_human_032_-3dB.mp3,8,human,32,-3dB,there was a sound of dry leaves outside,there,sound,dry,leaves,outside,there was the sound of dry leaves outside,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
369,120,5fb7b711b8c8753771232b1b,task-yg5q,6219.4,voice_11_human_005_0dB.mp3,11,human,5,0dB,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
377,128,5fb7b711b8c8753771232b1b,task-yg5q,11747.6,voice_11_clone_065_3dB.mp3,11,clone,65,3dB,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let it burn it gives us warmth and comfort,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
381,132,5fb7b711b8c8753771232b1b,task-yg5q,6411.5,voice_08_clone_072_3dB.mp3,8,clone,72,3dB,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a laithe cuts and trims any wood,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
384,135,5fb7b711b8c8753771232b1b,task-yg5q,10289.3,voice_01_clone_077_3dB.mp3,1,clone,77,3dB,throw out the used paper cup and plate,throw,used,paper,cup,plate,throw out the used paper cup and plate,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
390,141,5fb7b711b8c8753771232b1b,task-yg5q,7826,voice_04_clone_079_3dB.mp3,4,clone,79,3dB,the music played on while they talked,music,played,while,they,talked,the music played on while they talked,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
391,142,5fb7b711b8c8753771232b1b,task-yg5q,6428.8,voice_11_clone_075_3dB.mp3,11,clone,75,3dB,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed the plant the spring corn,5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
392,143,5fb7b711b8c8753771232b1b,task-yg5q,7107.3,voice_04_clone_069_3dB.mp3,4,clone,69,3dB,the fur of cats goes by many names,fur,cats,goes,many,names,"the fur of cats goes by many names
",5,1,Female,23,United Kingdom,2025-05-27T09:11:24.068000Z,2351,171,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
